    0.000000000000000e+00        1.000000000000000e+00
    1.000000000000000e-01        9.985589948509198e-01
    1.004950247512376e-01        9.985433833405118e-01
    1.009900495024751e-01        9.985276805101000e-01
    1.014850742537127e-01        9.985118862752216e-01
    1.019800990049503e-01        9.984960005517381e-01
    1.024751237561878e-01        9.984800232558372e-01
    1.029701485074254e-01        9.984639543040258e-01
    1.034651732586629e-01        9.984477936131294e-01
    1.039601980099005e-01        9.984315411002886e-01
    1.044552227611381e-01        9.984151966829587e-01
    1.049502475123756e-01        9.983987602789043e-01
    1.054452722636132e-01        9.983822318061979e-01
    1.059402970148507e-01        9.983656111832183e-01
    1.064353217660883e-01        9.983488983286474e-01
    1.069303465173259e-01        9.983320931614680e-01
    1.074253712685634e-01        9.983151956009602e-01
    1.079203960198010e-01        9.982982055667013e-01
    1.084154207710386e-01        9.982811229785629e-01
    1.089104455222761e-01        9.982639477567063e-01
    1.094054702735137e-01        9.982466798215837e-01
    1.099004950247512e-01        9.982293190939333e-01
    1.103955197759888e-01        9.982118654947791e-01
    1.108905445272264e-01        9.981943189454269e-01
    1.113855692784639e-01        9.981766793674641e-01
    1.118805940297015e-01        9.981589466827555e-01
    1.123756187809390e-01        9.981411208134440e-01
    1.128706435321766e-01        9.981232016819442e-01
    1.133656682834142e-01        9.981051892109455e-01
    1.138606930346517e-01        9.980870833234071e-01
    1.143557177858893e-01        9.980688839425559e-01
    1.148507425371269e-01        9.980505909918855e-01
    1.153457672883644e-01        9.980322043951553e-01
    1.158407920396020e-01        9.980137240763851e-01
    1.163358167908395e-01        9.979951499598573e-01
    1.168308415420771e-01        9.979764819701126e-01
    1.173258662933147e-01        9.979577200319486e-01
    1.178208910445522e-01        9.979388640704188e-01
    1.183159157957898e-01        9.979199140108295e-01
    1.188109405470274e-01        9.979008697787394e-01
    1.193059652982649e-01        9.978817312999567e-01
    1.198009900495025e-01        9.978624985005387e-01
    1.202960148007400e-01        9.978431713067880e-01
    1.207910395519776e-01        9.978237496452538e-01
    1.212860643032152e-01        9.978042334427274e-01
    1.217810890544527e-01        9.977846226262420e-01
    1.222761138056903e-01        9.977649171230710e-01
    1.227711385569279e-01        9.977451168607264e-01
    1.232661633081654e-01        9.977252217669569e-01
    1.237611880594030e-01        9.977052317697463e-01
    1.242562128106405e-01        9.976851467973122e-01
    1.247512375618781e-01        9.976649667781055e-01
    1.252462623131157e-01        9.976446916408057e-01
    1.257412870643532e-01        9.976243213143240e-01
    1.262363118155908e-01        9.976038557277972e-01
    1.267313365668283e-01        9.975832948105903e-01
    1.272263613180659e-01        9.975626384922917e-01
    1.277213860693035e-01        9.975418867027143e-01
    1.282164108205410e-01        9.975210393718924e-01
    1.287114355717786e-01        9.975000964300818e-01
    1.292064603230162e-01        9.974790578077568e-01
    1.297014850742537e-01        9.974579234356102e-01
    1.301965098254913e-01        9.974366932445510e-01
    1.306915345767289e-01        9.974153671657036e-01
    1.311865593279664e-01        9.973939451304067e-01
    1.316815840792040e-01        9.973724270702115e-01
    1.321766088304415e-01        9.973508129168807e-01
    1.326716335816791e-01        9.973291026023861e-01
    1.331666583329167e-01        9.973072960589107e-01
    1.336616830841542e-01        9.972853932188431e-01
    1.341567078353918e-01        9.972633940147785e-01
    1.346517325866293e-01        9.972412983795188e-01
    1.351467573378669e-01        9.972191062460677e-01
    1.356417820891045e-01        9.971968175476341e-01
    1.361368068403420e-01        9.971744322176265e-01
    1.366318315915796e-01        9.971519501896550e-01
    1.371268563428172e-01        9.971293713975289e-01
    1.376218810940547e-01        9.971066957752551e-01
    1.381169058452923e-01        9.970839232570389e-01
    1.386119305965298e-01        9.970610537772793e-01
